nom,prenom,email,sexe,nationalite,telephone,ects,date_admission,pays,ville,universite,entreprise,nouveau_universite,type_contrat,duree_contrat,activite,etude
Maynard,Tutt,mtutt9c@who.int,Male,China,+86 319 738 6678,26,5/6/2018,Belgique,Bruxelle,SUPINFO de Bruxelle,,Liaoning University,,,"'JPO','Salon etudiant','JoForum'",finish
Catherin,Sier,csier9d@devhub.com,Female,China,+86 131 635 3095,29,5/3/2012,Belgique,Bruxelle,SUPINFO de Bruxelle,GFI,Shanghai Jiaotong University,CTT,29,"'JPO','Salon etudiant','JoForum'",stop
Antonio,Husselbee,ahusselbee9e@parallels.com,Male,Netherlands,+31 290 915 2481,30,18/1/2010,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,CONNEXTIC,Islamic University of Rotterdam,CDD,55,"'JPO','Salon etudiant','JoForum'",finish
Lissi,Edworthy,ledworthy9f@washingtonpost.com,Female,Portugal,+351 399 122 0699,49,20/8/2017,Reunion,Saint Denis,SUPINFO de Saint Denis,RUEDUCOMMERCE,Instituto Politécnico de Setúbal,CDD,63,"'JPO','Salon etudiant','JoForum'",finish
Margery,Maber,mmaber9g@bluehost.com,Female,Palestinian Territory,+970 108 904 5248,70,23/5/2020,Maurice,Port Louis,SUPINFO de Port Louis,,Hebron University,,,"'JPO','Salon etudiant','JoForum'",finish
Trisha,Conew,tconew9h@sphinn.com,Female,Colombia,+57 144 178 5642,65,19/7/2019,Italie,Rome,SUPINFO de Rome,ABYSTER,Universidad Católica del Oriente,Alternance,80,"'JPO','Salon etudiant','JoForum'",finish
Wallis,Graben,wgraben9i@networksolutions.com,Male,Indonesia,+62 429 536 3974,16,22/9/2017,Italie,Rome,SUPINFO de Rome,,Universitas Islam Jakarta,,,"'JPO','Salon etudiant','JoForum'",continue
Lib,Crasford,lcrasford9j@linkedin.com,Female,Syria,+963 587 854 9690,33,20/4/2014,Belgique,Bruxelle,SUPINFO de Bruxelle,CGI,Tishreen University,CDD,34,"'JPO','Salon etudiant','JoForum'",stop
Timmie,Blincowe,tblincowe9k@sourceforge.net,Male,Indonesia,+62 467 766 8339,11,11/8/2016,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,AKKA,Universitas Muhammadiyah Sumatra Utara,CTT,52,"'JPO','Salon etudiant','JoForum'",stop
Shay,Fehners,sfehners9l@creativecommons.org,Female,Indonesia,+62 357 474 6861,26,26/7/2014,Reunion,Saint Denis,SUPINFO de Saint Denis,ADVENCE CAMEROUN,Universitas Wijaya Kusuma Purwokerto,Interim,17,"'JPO','Salon etudiant','JoForum'",continue
Loren,Node,lnode9m@scribd.com,Female,China,+86 989 500 0195,19,13/11/2016,Belgique,Bruxelle,SUPINFO de Bruxelle,,Shantou University,,,"'JPO','Salon etudiant','JoForum'",continue
Raquel,Sarvar,rsarvar9n@sphinn.com,Female,Indonesia,+62 137 568 9880,9,4/4/2010,Reunion,Saint Denis,SUPINFO de Saint Denis,CISCO,Universitas Gajayana Malang,CTT,69,"'JPO','Salon etudiant','JoForum'",continue
Alic,Gorstidge,agorstidge9o@hatena.ne.jp,Male,Greece,+30 170 227 4004,38,10/11/2020,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,AXXA,Hellenic Army Academy,Interim,8,"'JPO','Salon etudiant','JoForum'",finish
Darb,Brayley,dbrayley9p@seattletimes.com,Female,China,+86 512 929 1126,56,17/10/2017,Reunion,Saint Denis,SUPINFO de Saint Denis,RUEDUCOMMERCE,Shenyang Polytechnic University,CTT,40,"'JPO','Salon etudiant','JoForum'",finish
Addie,Durtnell,adurtnell9q@tripadvisor.com,Male,United States,+1 858 476 0446,33,27/10/2020,Italie,Rome,SUPINFO de Rome,,Florida University of Medicine,,,"'JPO','Salon etudiant','JoForum'",continue
Lorilyn,Dinnington,ldinnington9r@1688.com,Female,South Africa,+27 347 654 3152,53,1/4/2012,France,Lyon,SUPINFO de Lyon,SHINKA,Tshwane University of Technology,CTT,62,"'JPO','Salon etudiant','JoForum'",finish
Torrey,Dunstan,tdunstan9s@jigsy.com,Male,Ecuador,+593 258 440 5443,1,31/1/2010,Belgique,Bruxelle,SUPINFO de Bruxelle,,Universidad Técnica de Babahoyo,,,"'JPO','Salon etudiant','JoForum'",finish
Pepi,Noto,pnoto9t@drupal.org,Female,Guatemala,+502 854 553 4572,28,9/12/2018,Reunion,Saint Denis,SUPINFO de Saint Denis,AXXA,Universidad Rafael Landívar,CDD,46,"'JPO','Salon etudiant','JoForum'",continue
Curtice,Bouchier,cbouchier9u@webeden.co.uk,Male,Indonesia,+62 435 383 5392,43,11/4/2012,France,Clermont Ferrand,SUPINFO de Clermont Ferrand,ATOS,Universitas Lancang Kuning,CDI,40,"'JPO','Salon etudiant','JoForum'",stop
Ichabod,Purrington,ipurrington9v@oakley.com,Male,Ukraine,+380 384 505 5681,15,31/8/2010,France,Toulouse,SUPINFO de Toulouse,CGI,Vinnica National Technical University,Alternance,48,"'JPO','Salon etudiant','JoForum'",continue
Camey,Atthow,catthow9w@deviantart.com,Male,Indonesia,+62 477 356 4883,2,10/3/2016,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,GFI,Universitas Muhammadiyah Jember,CDD,50,"'JPO','Salon etudiant','JoForum'",continue
Rhianon,Fitter,rfitter9x@hugedomains.com,Female,Poland,+48 681 490 9209,28,13/10/2010,Chine,Pekin,SUPINFO de Pekin,RUEDUCOMMERCE,Medical Academy in Lodz,CTT,70,"'JPO','Salon etudiant','JoForum'",finish
Winfield,Pearmain,wpearmain9y@unesco.org,Male,Colombia,+57 741 852 6923,26,17/8/2012,Italie,Rome,SUPINFO de Rome,,Universidad Autónoma de Manizales,,,"'JPO','Salon etudiant','JoForum'",stop
Wheeler,Capron,wcapron9z@npr.org,Male,China,+86 820 324 7407,41,19/7/2015,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,ATOS,Southwest University of Science and Technology,CDD,17,"'JPO','Salon etudiant','JoForum'",stop
Caterina,Perrycost,cperrycosta0@google.de,Female,Poland,+48 901 178 8083,28,13/6/2019,Reunion,Saint Denis,SUPINFO de Saint Denis,CISCO,College of Computer Science in Lodz,CTT,31,"'JPO','Salon etudiant','JoForum'",finish
Cathrin,Laughlan,claughlana1@dagondesign.com,Female,Russia,+7 724 500 2989,20,18/3/2015,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,IUC,St. Petersburg State University of Telecommunication,CDD,37,"'JPO','Salon etudiant','JoForum'",stop
Rose,Nucator,rnucatora2@so-net.ne.jp,Female,Russia,+7 255 944 6816,15,9/8/2015,Chine,Pekin,SUPINFO de Pekin,SOGETI,Novosibirsk State Music Academy M. Glinka,CTT,26,"'JPO','Salon etudiant','JoForum'",finish
Donnell,Joskowicz,djoskowicza3@instagram.com,Male,Kenya,+254 911 238 0703,26,10/8/2015,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,SOFTTEAMS,Meru University of Science and Technology,CTT,54,"'JPO','Salon etudiant','JoForum'",stop
Staffard,Osinin,sosinina4@unicef.org,Male,Indonesia,+62 789 139 3854,41,24/1/2016,Chine,Pekin,SUPINFO de Pekin,ALL4TEST,Universitas Pancasakti Tegal,Interim,14,"'JPO','Salon etudiant','JoForum'",continue
Gisella,Torald,gtoralda5@wikispaces.com,Female,Indonesia,+62 621 874 2645,13,23/8/2016,Belgique,Bruxelle,SUPINFO de Bruxelle,MICHELIN,Institut Teknologi Bandung,CDI,38,"'JPO','Salon etudiant','JoForum'",finish
Merrilee,Clint,mclinta6@nsw.gov.au,Female,Russia,+7 549 567 7702,7,21/12/2020,Belgique,Bruxelle,SUPINFO de Bruxelle,,St. Petersburg State University of Economics and Finance,,,"'JPO','Salon etudiant','JoForum'",finish
Malia,Fraulo,mfrauloa7@woothemes.com,Female,Indonesia,+62 318 887 3172,27,15/11/2015,Maurice,Port Louis,SUPINFO de Port Louis,,Universitas Slamet Riyadi Surakarta,,,"'JPO','Salon etudiant','JoForum'",stop
Hamlen,Costelloe,hcostelloea8@fema.gov,Male,Portugal,+351 471 233 0354,56,6/5/2017,Chine,Pekin,SUPINFO de Pekin,,"Instituto de Artes Visuais, Design e Marketing - IADE",,,"'JPO','Salon etudiant','JoForum'",finish
Benedicta,Passby,bpassbya9@bloomberg.com,Female,Japan,+81 636 196 8312,34,2/5/2018,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,SOFTTEAMS,Yasuda Women's University,CDD,36,"'JPO','Salon etudiant','JoForum'",stop
Julian,Shout,jshoutaa@slideshare.net,Male,Cuba,+53 521 783 6653,44,7/9/2013,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Universidad Central de Las Villas,,,"'JPO','Salon etudiant','JoForum'",finish
Rutter,Jent,rjentab@bizjournals.com,Male,Sweden,+46 848 995 1111,25,21/2/2010,Reunion,Saint Denis,SUPINFO de Saint Denis,,Kalmar University College,,,"'JPO','Salon etudiant','JoForum'",stop
Jenine,Emmins,jemminsac@mit.edu,Female,Indonesia,+62 290 680 3295,16,2/6/2014,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,AMAZON,Universitas Katolik Widya Karya,Interim,47,"'JPO','Salon etudiant','JoForum'",stop
Gunner,Kramer,gkramerad@last.fm,Male,Thailand,+66 126 613 3692,22,27/11/2018,Chine,Pekin,SUPINFO de Pekin,AFRIK-SOLUTION,Krirk University,CDD,53,"'JPO','Salon etudiant','JoForum'",continue
Rhianna,Leal,rlealae@chron.com,Female,Indonesia,+62 838 927 3894,51,30/12/2019,Chine,Pekin,SUPINFO de Pekin,AXXA,Universitas Bengkulu,CDD,17,"'JPO','Salon etudiant','JoForum'",finish
Donn,Gueinn,dgueinnaf@geocities.com,Male,Sweden,+46 993 178 6251,44,22/6/2019,Maurice,Port Louis,SUPINFO de Port Louis,ADVENCE CAMEROUN,Lund University,CTT,14,"'JPO','Salon etudiant','JoForum'",stop
Anne,Ubanks,aubanksag@bloomberg.com,Female,Bangladesh,+880 143 849 8569,16,4/9/2015,Maurice,Port Louis,SUPINFO de Port Louis,CDISCOUNT,Khulna University,CDI,38,"'JPO','Salon etudiant','JoForum'",continue
Edith,Binyon,ebinyonah@ask.com,Female,China,+86 700 715 7275,9,11/3/2018,Chine,Pekin,SUPINFO de Pekin,,Xi'an International Studies University,,,"'JPO','Salon etudiant','JoForum'",finish
Earl,Stannas,estannasai@paypal.com,Male,Indonesia,+62 850 787 4320,53,24/8/2017,Maurice,Port Louis,SUPINFO de Port Louis,,Universitas Slamet Riyadi Surakarta,,,"'JPO','Salon etudiant','JoForum'",stop
Kellsie,Lackham,klackhamaj@toplist.cz,Female,Greece,+30 315 891 7188,65,15/3/2010,Italie,Rome,SUPINFO de Rome,ALTRAM,Hellenic Army Academy,CTT,12,"'JPO','Salon etudiant','JoForum'",stop
Averell,McAuslene,amcausleneak@cisco.com,Male,China,+86 319 854 7659,62,23/7/2011,Reunion,Saint Denis,SUPINFO de Saint Denis,,Southwest Petroleum University,,,"'JPO','Salon etudiant','JoForum'",continue
Herman,Stayte,hstayteal@blogs.com,Male,Indonesia,+62 534 343 1217,50,1/6/2014,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,IBM,Universitas Komputer Indonesia,CTT,45,"'JPO','Salon etudiant','JoForum'",continue
Boot,Bertin,bbertinam@oakley.com,Male,Indonesia,+62 134 918 6128,51,16/1/2010,Chine,Pekin,SUPINFO de Pekin,ACCENTURE,Universitas Katolik Parahyangan,Interim,45,"'JPO','Salon etudiant','JoForum'",continue
Franchot,Domegan,fdomeganan@miibeian.gov.cn,Male,Indonesia,+62 460 313 7061,7,3/6/2012,Belgique,Bruxelle,SUPINFO de Bruxelle,,Universitas Muhammadiyah Makassar,,,"'JPO','Salon etudiant','JoForum'",stop
Ranice,Hebden,rhebdenao@yolasite.com,Female,Poland,+48 180 975 6449,57,15/7/2012,Belgique,Bruxelle,SUPINFO de Bruxelle,ALTRAM,Aleksander Zelwerowicz State Theatre Academy,CDD,25,"'JPO','Salon etudiant','JoForum'",continue
Edythe,Woakes,ewoakesap@fotki.com,Female,China,+86 383 425 3833,37,8/6/2010,Reunion,Saint Denis,SUPINFO de Saint Denis,ASI,Zhejiang University,Alternance,10,"'JPO','Salon etudiant','JoForum'",stop
Gawen,Scarasbrick,gscarasbrickaq@seesaa.net,Male,Switzerland,+41 415 894 2301,20,22/5/2019,Chine,Pekin,SUPINFO de Pekin,AKKA,Graduate School of Business Administration Zurich (GSBA Zurich),CTT,69,"'JPO','Salon etudiant','JoForum'",continue
Lulita,Harradence,lharradencear@loc.gov,Female,Indonesia,+62 803 434 8307,33,11/8/2014,Belgique,Bruxelle,SUPINFO de Bruxelle,MTN,Universitas Bhayangkara Jakarta Raya,CDD,22,"'JPO','Salon etudiant','JoForum'",stop
Ermin,Chalkly,echalklyas@zdnet.com,Male,China,+86 879 806 3670,70,19/1/2015,France,Grenoble,SUPINFO de Grenoble,,Shanghai University of Finance and Economics,,,"'JPO','Salon etudiant','JoForum'",stop
Mara,Origan,moriganat@weibo.com,Female,Mexico,+52 135 864 1065,48,16/1/2010,Belgique,Bruxelle,SUPINFO de Bruxelle,MTN,Universidad del Tepeyac,Interim,80,"'JPO','Salon etudiant','JoForum'",continue
Danielle,Archbald,darchbaldau@oracle.com,Female,Argentina,+54 838 542 3429,47,15/12/2013,Italie,Rome,SUPINFO de Rome,ACCENTURE,Universidad Abierta Interamericana,CDI,62,"'JPO','Salon etudiant','JoForum'",continue
Benny,Knutton,bknuttonav@simplemachines.org,Female,France,+33 620 282 1678,19,31/8/2020,Belgique,Bruxelle,SUPINFO de Bruxelle,,Université Rennes I,,,"'JPO','Salon etudiant','JoForum'",continue
Ariel,Paulsson,apaulssonaw@army.mil,Male,China,+86 586 801 4536,2,24/12/2011,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,FREE,Wenzhou University,Interim,68,"'JPO','Salon etudiant','JoForum'",finish
Reginald,Bailles,rbaillesax@comsenz.com,Male,Russia,+7 493 838 4759,30,7/2/2011,Reunion,Saint Denis,SUPINFO de Saint Denis,SOFTTEAMS,St. Petersburg State University,Alternance,14,"'JPO','Salon etudiant','JoForum'",stop
Sherlocke,Dalton,sdaltonay@ycombinator.com,Male,China,+86 536 394 8013,41,19/4/2015,Maurice,Port Louis,SUPINFO de Port Louis,ACCENTURE,Chengdu University,Alternance,59,"'JPO','Salon etudiant','JoForum'",stop
Maye,Donegan,mdoneganaz@state.tx.us,Female,Brazil,+55 683 386 5028,49,26/8/2013,Maurice,Port Louis,SUPINFO de Port Louis,ACCENTURE,Universidade Cruzeiro do Sul,Alternance,53,"'JPO','Salon etudiant','JoForum'",continue
Ange,Pasterfield,apasterfieldb0@oaic.gov.au,Male,Uganda,+256 960 934 2848,28,9/9/2012,Maroc,Casablanca,SUPINFO de Casablanca,,Busitema University,,,"'JPO','Salon etudiant','JoForum'",finish
Sianna,Chatters,schattersb1@admin.ch,Female,China,+86 652 162 6564,40,5/7/2018,Belgique,Bruxelle,SUPINFO de Bruxelle,,Southern Medial University,,,"'JPO','Salon etudiant','JoForum'",finish
Mendie,Ciottoi,mciottoib2@ycombinator.com,Male,Philippines,+63 366 218 3423,48,18/1/2019,Chine,Pekin,SUPINFO de Pekin,HUAWEI,University of the Philippines Open University,Interim,28,"'JPO','Salon etudiant','JoForum'",continue
Marylynne,Monger,mmongerb3@google.ca,Female,Indonesia,+62 272 956 9339,10,15/9/2016,Belgique,Bruxelle,SUPINFO de Bruxelle,IUC,Universitas Darma Agung,Interim,30,"'JPO','Salon etudiant','JoForum'",stop
Ezmeralda,Lowers,elowersb4@usa.gov,Female,Philippines,+63 949 441 2414,17,26/9/2011,Maurice,Port Louis,SUPINFO de Port Louis,OPEN,University of Southern Mindanao,Interim,71,"'JPO','Salon etudiant','JoForum'",finish
Grantley,Pardal,gpardalb5@fda.gov,Male,China,+86 609 754 2639,41,16/2/2018,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,FREE,Shaanxi Normal University,Interim,63,"'JPO','Salon etudiant','JoForum'",finish
Aeriela,Acaster,aacasterb6@nymag.com,Female,Russia,+7 698 776 3857,64,30/12/2019,Belgique,Bruxelle,SUPINFO de Bruxelle,GFI,Russian State Hydrometeorological University,CDD,24,"'JPO','Salon etudiant','JoForum'",continue
Lazare,Jeffers,ljeffersb7@hao123.com,Male,Canada,+1 924 604 3533,42,5/4/2015,Reunion,Saint Denis,SUPINFO de Saint Denis,DIGIT CONCEPT,Conestoga College,CTT,68,"'JPO','Salon etudiant','JoForum'",continue
Brooke,Andreazzi,bandreazzib8@buzzfeed.com,Female,Burkina Faso,+226 606 363 0877,22,21/1/2010,Chine,Pekin,SUPINFO de Pekin,CDISCOUNT,Université de Ouagadougou,Alternance,28,"'JPO','Salon etudiant','JoForum'",stop
Ave,Hearmon,ahearmonb9@fc2.com,Male,Brazil,+55 616 575 3987,4,23/3/2019,Maroc,Casablanca,SUPINFO de Casablanca,ADVENCE CAMEROUN,Centro Universitário de Araraquara,Alternance,31,"'JPO','Salon etudiant','JoForum'",continue
Sada,Blakeborough,sblakeboroughba@macromedia.com,Female,Indonesia,+62 245 376 9995,8,10/1/2013,France,Montpellier,SUPINFO de Montpellier,,Universitas Pekalongan,,,"'JPO','Salon etudiant','JoForum'",finish
Sunny,MacAlpin,smacalpinbb@yahoo.com,Female,China,+86 745 726 2876,19,2/5/2015,France,Grenoble,SUPINFO de Grenoble,ATOS,Bohai University,CDD,23,"'JPO','Salon etudiant','JoForum'",stop
Fawne,Altree,faltreebc@youku.com,Female,Philippines,+63 970 950 5950,25,11/4/2012,Belgique,Bruxelle,SUPINFO de Bruxelle,MRC,New Era University,CTT,19,"'JPO','Salon etudiant','JoForum'",finish
Lyndsay,Oddie,loddiebd@lycos.com,Female,Russia,+7 483 214 3925,38,17/9/2017,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Marij State University,,,"'JPO','Salon etudiant','JoForum'",stop
Jeramey,Kingett,jkingettbe@moonfruit.com,Male,Italy,+39 518 512 3166,38,30/10/2011,Maroc,Casablanca,SUPINFO de Casablanca,CGI,Istituto Universitario di Studi Superiori,Interim,23,"'JPO','Salon etudiant','JoForum'",continue
Petronia,Pieche,ppiechebf@businessinsider.com,Female,Germany,+49 114 922 0881,16,17/5/2017,Chine,Pekin,SUPINFO de Pekin,MICHELIN,E.A.P. Europäische Wirtschaftshochschule Berlin,CDI,70,"'JPO','Salon etudiant','JoForum'",continue
Joelly,Rolles,jrollesbg@xinhuanet.com,Female,China,+86 746 778 9024,66,15/7/2018,Belgique,Bruxelle,SUPINFO de Bruxelle,CDISCOUNT,Zhongnan University of Economics and Law,Alternance,32,"'JPO','Salon etudiant','JoForum'",continue
Dorolice,Osborne,dosbornebh@mozilla.com,Female,Russia,+7 361 282 0655,63,9/9/2017,Maroc,Casablanca,SUPINFO de Casablanca,ALL4TEST,Perm State Pharmaceutical Academy,CTT,19,"'JPO','Salon etudiant','JoForum'",finish
Nissy,Kettlesting,nkettlestingbi@theguardian.com,Female,China,+86 631 310 6306,8,23/4/2017,Chine,Pekin,SUPINFO de Pekin,ALTRAM,Yangtze University,CTT,33,"'JPO','Salon etudiant','JoForum'",continue
Shannen,Piscot,spiscotbj@usatoday.com,Female,China,+86 455 971 2066,32,4/5/2017,Belgique,Bruxelle,SUPINFO de Bruxelle,AXXA,Beijing University of Chinese Medicine and Pharmacology,Alternance,18,"'JPO','Salon etudiant','JoForum'",stop
Milissent,Dayly,mdaylybk@nasa.gov,Female,Russia,+7 601 314 5456,2,8/3/2011,Reunion,Saint Denis,SUPINFO de Saint Denis,,Kaliningrad State Technical University,,,"'JPO','Salon etudiant','JoForum'",stop
Ethe,Babinski,ebabinskibl@dailymotion.com,Male,Sweden,+46 878 275 2076,59,14/1/2016,Italie,Rome,SUPINFO de Rome,ASI,Stockholm University,CTT,39,"'JPO','Salon etudiant','JoForum'",stop
Violette,Trimme,vtrimmebm@mail.ru,Female,Tonga,+676 990 658 7184,7,2/8/2016,Chine,Pekin,SUPINFO de Pekin,ACCENTURE,University of the South Pacific Centre,Interim,11,"'JPO','Salon etudiant','JoForum'",finish
Reinold,Charleston,rcharlestonbn@cornell.edu,Male,China,+86 911 627 4568,29,27/6/2011,Italie,Rome,SUPINFO de Rome,,China Foreign Affairs University,,,"'JPO','Salon etudiant','JoForum'",finish
Kennie,Ferrarin,kferrarinbo@guardian.co.uk,Male,Rwanda,+250 597 401 0059,36,5/2/2012,Belgique,Bruxelle,SUPINFO de Bruxelle,ALTRAM,Université Catholique de Kabgayi,Alternance,7,"'JPO','Salon etudiant','JoForum'",finish
Janis,Serrels,jserrelsbp@jigsy.com,Female,China,+86 714 584 2597,7,13/2/2010,Reunion,Saint Denis,SUPINFO de Saint Denis,CDISCOUNT,Southern Yangtze University,CDD,79,"'JPO','Salon etudiant','JoForum'",stop
Binni,Varcoe,bvarcoebq@latimes.com,Female,Ukraine,+380 934 440 6864,3,8/11/2018,Maroc,Casablanca,SUPINFO de Casablanca,FREE,Bila Cerkva State Agrarian University,CDD,59,"'JPO','Salon etudiant','JoForum'",stop
Marja,Daysh,mdayshbr@altervista.org,Female,China,+86 584 629 8574,17,3/8/2013,Belgique,Bruxelle,SUPINFO de Bruxelle,ASTEK,Jishou University,CDI,2,"'JPO','Salon etudiant','JoForum'",stop
Garold,Westell,gwestellbs@myspace.com,Male,Sweden,+46 167 781 4991,60,12/6/2015,Maurice,Port Louis,SUPINFO de Port Louis,AXXA,Stockholm Institute of Education,CTT,65,"'JPO','Salon etudiant','JoForum'",continue
Lewie,Bassham,lbasshambt@cbc.ca,Male,Indonesia,+62 431 478 5532,53,18/2/2015,Maurice,Port Louis,SUPINFO de Port Louis,AFROLOGIX,Universitas Negeri Surabaya,CDD,36,"'JPO','Salon etudiant','JoForum'",continue
Minetta,Di Lucia,mdiluciabu@acquirethisname.com,Female,Brazil,+55 811 612 2902,60,14/12/2014,Maroc,Casablanca,SUPINFO de Casablanca,AXXA,Universidade Cruzeiro do Sul,CDI,4,"'JPO','Salon etudiant','JoForum'",continue
Jon,Thams,jthamsbv@hexun.com,Male,China,+86 959 119 0095,58,6/7/2013,Maurice,Port Louis,SUPINFO de Port Louis,OPEN,Shandong Normal University,CDD,24,"'JPO','Salon etudiant','JoForum'",continue
Cary,Keets,ckeetsbw@bbc.co.uk,Male,Russia,+7 838 499 4486,27,26/2/2016,Italie,Rome,SUPINFO de Rome,,Maxim Gorky Institute of Literature,,,"'JPO','Salon etudiant','JoForum'",finish
Ogdan,Devanney,odevanneybx@blinklist.com,Male,China,+86 531 983 1546,23,4/9/2010,Maurice,Port Louis,SUPINFO de Port Louis,,Peking University,,,"'JPO','Salon etudiant','JoForum'",continue
Johannes,Swin,jswinby@nifty.com,Male,Russia,+7 751 368 4345,60,23/11/2013,Italie,Rome,SUPINFO de Rome,,St. Petersburg State University of Architecture and Civil Engineering,,,"'JPO','Salon etudiant','JoForum'",continue
Ofelia,Macenzy,omacenzybz@soundcloud.com,Female,Poland,+48 498 271 3212,59,23/7/2019,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,AKKA,Leon Kozminski Academy of Entrepreneurship and Mangement in Warsaw,CTT,71,"'JPO','Salon etudiant','JoForum'",finish
Essa,Geeritz,egeeritzc0@nhs.uk,Female,Russia,+7 783 793 3234,59,25/10/2013,France,Clermont Ferrand,SUPINFO de Clermont Ferrand,ABYSTER,Kazan State Academy of Architecture and Civil Engineering,Interim,4,"'JPO','Salon etudiant','JoForum'",stop
Barth,Gorghetto,bgorghettoc1@utexas.edu,Male,China,+86 877 931 9547,16,21/1/2013,Chine,Pekin,SUPINFO de Pekin,MICHELIN,Tibet Agricultural and Animal Husbandry College,Alternance,32,"'JPO','Salon etudiant','JoForum'",stop
Colette,Stenet,cstenetc2@samsung.com,Female,Palestinian Territory,+970 872 223 8891,28,30/9/2019,Italie,Rome,SUPINFO de Rome,,Hebron University,,,"'JPO','Salon etudiant','JoForum'",finish
Roslyn,Curman,rcurmanc3@vkontakte.ru,Female,Italy,+39 162 571 6067,35,3/4/2016,Maurice,Port Louis,SUPINFO de Port Louis,CISCO,University of Ancona,CDI,48,"'JPO','Salon etudiant','JoForum'",finish
Gusty,Tate,gtatec4@who.int,Female,Poland,+48 691 753 0835,51,7/8/2014,Maurice,Port Louis,SUPINFO de Port Louis,GFI,Pedagogical University of Slupsk,CDI,55,"'JPO','Salon etudiant','JoForum'",stop
Francklyn,Caldicott,fcaldicottc5@imgur.com,Male,Nigeria,+234 840 369 3539,47,6/4/2015,Chine,Pekin,SUPINFO de Pekin,ABYSTER," Akanu Ibiam Federal Polytechnic, Unwana",CDI,9,"'JPO','Salon etudiant','JoForum'",stop
